,target_adm,SURVEYID,MATCHED_ADM,score_sort,score_partial,ADM_012,GID_2
0,somalia - woqooyi galbeed - hargeisa,soma239.csv,somalia - woqooyi galbeed - hargeysa,97,291356,somalia - woqooyi galbeed - hargeysa,SOM.18.3_1
0,somalia - bakool - hudur,soma242.csv,somalia - bakool - rab dhuure,84,291288,somalia - bakool - rab dhuure,SOM.2.2_1
0,sudan - darfur - west darfur,sudd31.csv,sudan - west darfur - al geneina,73,308014,sudan - west darfur - al geneina,SDN.16.1_1
3,sudan - darfur - west darfur,sudd31.csv,sudan - west darfur - al geneina,73,308015,sudan - west darfur - al geneina,SDN.16.1_1
6,sudan - darfur - west darfur,sudd31.csv,sudan - west darfur - al geneina,73,308016,sudan - west darfur - al geneina,SDN.16.1_1
0,sudan - darfur - south darfur,sudn101.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn101.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn101.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn102.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn102.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn102.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn103.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn103.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn103.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - west darfur,sudn104.csv,sudan - west darfur - al geneina,73,308014,sudan - west darfur - al geneina,SDN.16.1_1
3,sudan - darfur - west darfur,sudn104.csv,sudan - west darfur - al geneina,73,308015,sudan - west darfur - al geneina,SDN.16.1_1
6,sudan - darfur - west darfur,sudn104.csv,sudan - west darfur - al geneina,73,308016,sudan - west darfur - al geneina,SDN.16.1_1
0,sudan - darfur - south darfur,sudn105.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn105.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn105.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn109.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn109.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn109.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn119.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn119.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn119.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - west darfur,sudn120.csv,sudan - west darfur - al geneina,73,308014,sudan - west darfur - al geneina,SDN.16.1_1
3,sudan - darfur - west darfur,sudn120.csv,sudan - west darfur - al geneina,73,308015,sudan - west darfur - al geneina,SDN.16.1_1
6,sudan - darfur - west darfur,sudn120.csv,sudan - west darfur - al geneina,73,308016,sudan - west darfur - al geneina,SDN.16.1_1
0,sudan - kassala - kassala,sudn122.csv,sudan - kassala - kassala,100,307890,sudan - kassala - kassala,SDN.6.3_1
0,sudan - kassala - al qadarif,sudn123.csv,sudan - al qadarif - al faw,85,307853,sudan - al qadarif - al faw,SDN.2.1_1
2,sudan - kassala - al qadarif,sudn123.csv,sudan - al qadarif - al faw,85,307854,sudan - al qadarif - al faw,SDN.2.1_1
0,sudan - darfur - south darfur,sudn131.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn131.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn131.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - west darfur,sudn65.csv,sudan - west darfur - al geneina,73,308014,sudan - west darfur - al geneina,SDN.16.1_1
3,sudan - darfur - west darfur,sudn65.csv,sudan - west darfur - al geneina,73,308015,sudan - west darfur - al geneina,SDN.16.1_1
6,sudan - darfur - west darfur,sudn65.csv,sudan - west darfur - al geneina,73,308016,sudan - west darfur - al geneina,SDN.16.1_1
0,sudan - darfur - west darfur,sudn66.csv,sudan - west darfur - al geneina,73,308014,sudan - west darfur - al geneina,SDN.16.1_1
3,sudan - darfur - west darfur,sudn66.csv,sudan - west darfur - al geneina,73,308015,sudan - west darfur - al geneina,SDN.16.1_1
6,sudan - darfur - west darfur,sudn66.csv,sudan - west darfur - al geneina,73,308016,sudan - west darfur - al geneina,SDN.16.1_1
0,sudan - darfur - west darfur,sudn67.csv,sudan - west darfur - al geneina,73,308014,sudan - west darfur - al geneina,SDN.16.1_1
3,sudan - darfur - west darfur,sudn67.csv,sudan - west darfur - al geneina,73,308015,sudan - west darfur - al geneina,SDN.16.1_1
6,sudan - darfur - west darfur,sudn67.csv,sudan - west darfur - al geneina,73,308016,sudan - west darfur - al geneina,SDN.16.1_1
0,sudan - darfur - west darfur,sudn68.csv,sudan - west darfur - al geneina,73,308014,sudan - west darfur - al geneina,SDN.16.1_1
3,sudan - darfur - west darfur,sudn68.csv,sudan - west darfur - al geneina,73,308015,sudan - west darfur - al geneina,SDN.16.1_1
6,sudan - darfur - west darfur,sudn68.csv,sudan - west darfur - al geneina,73,308016,sudan - west darfur - al geneina,SDN.16.1_1
0,sudan - kassala - kassala,sudn69.csv,sudan - kassala - kassala,100,307890,sudan - kassala - kassala,SDN.6.3_1
0,sudan - kassala - kassala,sudn70.csv,sudan - kassala - kassala,100,307890,sudan - kassala - kassala,SDN.6.3_1
0,sudan - kassala - kassala,sudn71.csv,sudan - kassala - kassala,100,307890,sudan - kassala - kassala,SDN.6.3_1
0,sudan - blue nile - blue nile,sudn72.csv,sudan - blue nile - al roseires,77,307868,sudan - blue nile - al roseires,SDN.3.3_1
1,sudan - blue nile - blue nile,sudn72.csv,sudan - blue nile - baw,77,307869,sudan - blue nile - baw,SDN.3.4_1
0,sudan - darfur - north darfur,sudn73.csv,sudan - north darfur - kutum,82,307914,sudan - north darfur - kutum,SDN.8.3_1
2,sudan - darfur - north darfur,sudn73.csv,sudan - north darfur - kutum,82,307915,sudan - north darfur - kutum,SDN.8.3_1
0,sudan - darfur - north darfur,sudn74.csv,sudan - north darfur - kutum,82,307914,sudan - north darfur - kutum,SDN.8.3_1
2,sudan - darfur - north darfur,sudn74.csv,sudan - north darfur - kutum,82,307915,sudan - north darfur - kutum,SDN.8.3_1
0,sudan - darfur - north darfur,sudn75.csv,sudan - north darfur - kutum,82,307914,sudan - north darfur - kutum,SDN.8.3_1
2,sudan - darfur - north darfur,sudn75.csv,sudan - north darfur - kutum,82,307915,sudan - north darfur - kutum,SDN.8.3_1
0,sudan - kassala - kassala,sudn76.csv,sudan - kassala - kassala,100,307890,sudan - kassala - kassala,SDN.6.3_1
0,sudan - kassala - kassala,sudn77.csv,sudan - kassala - kassala,100,307890,sudan - kassala - kassala,SDN.6.3_1
0,sudan - kassala - kassala,sudn78.csv,sudan - kassala - kassala,100,307890,sudan - kassala - kassala,SDN.6.3_1
0,sudan - blue nile - blue nile,sudn80.csv,sudan - blue nile - al roseires,77,307868,sudan - blue nile - al roseires,SDN.3.3_1
1,sudan - blue nile - blue nile,sudn80.csv,sudan - blue nile - baw,77,307869,sudan - blue nile - baw,SDN.3.4_1
0,sudan - blue nile - blue nile,sudn81.csv,sudan - blue nile - al roseires,77,307868,sudan - blue nile - al roseires,SDN.3.3_1
1,sudan - blue nile - blue nile,sudn81.csv,sudan - blue nile - baw,77,307869,sudan - blue nile - baw,SDN.3.4_1
0,sudan - blue nile - blue nile,sudn82.csv,sudan - blue nile - al roseires,77,307868,sudan - blue nile - al roseires,SDN.3.3_1
1,sudan - blue nile - blue nile,sudn82.csv,sudan - blue nile - baw,77,307869,sudan - blue nile - baw,SDN.3.4_1
0,sudan - darfur - north darfur,sudn83.csv,sudan - north darfur - kutum,82,307914,sudan - north darfur - kutum,SDN.8.3_1
2,sudan - darfur - north darfur,sudn83.csv,sudan - north darfur - kutum,82,307915,sudan - north darfur - kutum,SDN.8.3_1
0,sudan - darfur - north darfur,sudn84.csv,sudan - north darfur - kutum,82,307914,sudan - north darfur - kutum,SDN.8.3_1
2,sudan - darfur - north darfur,sudn84.csv,sudan - north darfur - kutum,82,307915,sudan - north darfur - kutum,SDN.8.3_1
0,sudan - darfur - south darfur,sudn85.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn85.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn85.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn88.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn88.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn88.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn89.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn89.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn89.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn91.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn91.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn91.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn92.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn92.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn92.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn93.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn93.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn93.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - north darfur,sudn94.csv,sudan - north darfur - kutum,82,307914,sudan - north darfur - kutum,SDN.8.3_1
2,sudan - darfur - north darfur,sudn94.csv,sudan - north darfur - kutum,82,307915,sudan - north darfur - kutum,SDN.8.3_1
0,sudan - darfur - south darfur,sudn95.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn95.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn95.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn97.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn97.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn97.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,sudan - darfur - south darfur,sudn99.csv,sudan - south darfur - buram,86,307989,sudan - south darfur - buram,SDN.14.1_1
3,sudan - darfur - south darfur,sudn99.csv,sudan - south darfur - buram,86,307990,sudan - south darfur - buram,SDN.14.1_1
6,sudan - darfur - south darfur,sudn99.csv,sudan - south darfur - buram,86,307991,sudan - south darfur - buram,SDN.14.1_1
0,south sudan - greater upper nile - jonglei,suds100.csv,south sudan - upper nile - baleit,81,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - greater upper nile - upper nile,suds102.csv,south sudan - upper nile - al mabien,74,299168,south sudan - upper nile - al mabien,SSD.7.1_1
1,south sudan - greater upper nile - upper nile,suds102.csv,south sudan - upper nile - baleit,74,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - greater upper nile - unity,suds103.csv,south sudan - upper nile - malut,78,299172,south sudan - upper nile - malut,SSD.7.5_1
1,south sudan - greater upper nile - unity,suds103.csv,south sudan - upper nile - mayot,78,299173,south sudan - upper nile - mayot,SSD.7.6_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds104.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds104.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds104.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - greater upper nile - jonglei,suds105.csv,south sudan - upper nile - baleit,81,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - bahr el ghazal - warrap,suds106.csv,south sudan - west bahr-al-ghazal - wau,76,299181,south sudan - west bahr-al-ghazal - wau,SSD.9.2_1
0,south sudan - bahr el ghazal - warrap,suds107.csv,south sudan - west bahr-al-ghazal - wau,76,299181,south sudan - west bahr-al-ghazal - wau,SSD.9.2_1
0,south sudan - greater upper nile - upper nile,suds108.csv,south sudan - upper nile - al mabien,74,299168,south sudan - upper nile - al mabien,SSD.7.1_1
1,south sudan - greater upper nile - upper nile,suds108.csv,south sudan - upper nile - baleit,74,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - greater upper nile - upper nile,suds109.csv,south sudan - upper nile - al mabien,74,299168,south sudan - upper nile - al mabien,SSD.7.1_1
1,south sudan - greater upper nile - upper nile,suds109.csv,south sudan - upper nile - baleit,74,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - bahr el ghazal - warrap,suds110.csv,south sudan - west bahr-al-ghazal - wau,76,299181,south sudan - west bahr-al-ghazal - wau,SSD.9.2_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds111.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds111.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds111.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds112.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds112.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds112.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - warrap,suds113.csv,south sudan - west bahr-al-ghazal - wau,76,299181,south sudan - west bahr-al-ghazal - wau,SSD.9.2_1
0,south sudan - bahr el ghazal - warrap,suds114.csv,south sudan - west bahr-al-ghazal - wau,76,299181,south sudan - west bahr-al-ghazal - wau,SSD.9.2_1
0,south sudan - bahr el ghazal - warrap,suds115.csv,south sudan - west bahr-al-ghazal - wau,76,299181,south sudan - west bahr-al-ghazal - wau,SSD.9.2_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds116.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds116.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds116.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds117.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds117.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds117.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - greater upper nile - unity,suds118.csv,south sudan - upper nile - malut,78,299172,south sudan - upper nile - malut,SSD.7.5_1
1,south sudan - greater upper nile - unity,suds118.csv,south sudan - upper nile - mayot,78,299173,south sudan - upper nile - mayot,SSD.7.6_1
0,south sudan - bahr el ghazal - warrap,suds120.csv,south sudan - west bahr-al-ghazal - wau,76,299181,south sudan - west bahr-al-ghazal - wau,SSD.9.2_1
0,south sudan - bahr el ghazal - warrap,suds121.csv,south sudan - west bahr-al-ghazal - wau,76,299181,south sudan - west bahr-al-ghazal - wau,SSD.9.2_1
0,south sudan - greater upper nile - upper nile,suds127.csv,south sudan - upper nile - al mabien,74,299168,south sudan - upper nile - al mabien,SSD.7.1_1
1,south sudan - greater upper nile - upper nile,suds127.csv,south sudan - upper nile - baleit,74,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds128.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds128.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds128.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds129.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds129.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds129.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds130.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds130.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds130.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds131.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds131.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds131.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds132.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds132.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds132.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds133.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds133.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds133.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds134.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds134.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds134.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - equatoria - western equatoria,suds135.csv,south sudan - west equatoria - meridi,83,299182,south sudan - west equatoria - meridi,SSD.10.1_1
2,south sudan - equatoria - western equatoria,suds135.csv,south sudan - west equatoria - meridi,83,299183,south sudan - west equatoria - meridi,SSD.10.1_1
4,south sudan - equatoria - western equatoria,suds135.csv,south sudan - west equatoria - mundri,83,299184,south sudan - west equatoria - mundri,SSD.10.2_1
0,south sudan - equatoria - western equatoria,suds136.csv,south sudan - west equatoria - meridi,83,299182,south sudan - west equatoria - meridi,SSD.10.1_1
2,south sudan - equatoria - western equatoria,suds136.csv,south sudan - west equatoria - meridi,83,299183,south sudan - west equatoria - meridi,SSD.10.1_1
4,south sudan - equatoria - western equatoria,suds136.csv,south sudan - west equatoria - mundri,83,299184,south sudan - west equatoria - mundri,SSD.10.2_1
0,south sudan - equatoria - central equatoria,suds137.csv,south sudan - central equatoria - kajo kaii,85,299140,south sudan - central equatoria - kajo kaii,SSD.1.2_1
0,south sudan - equatoria - central equatoria,suds138.csv,south sudan - central equatoria - kajo kaii,85,299140,south sudan - central equatoria - kajo kaii,SSD.1.2_1
0,south sudan - greater upper nile - jonglei,suds139.csv,south sudan - upper nile - baleit,81,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - greater upper nile - upper nile,suds140.csv,south sudan - upper nile - al mabien,74,299168,south sudan - upper nile - al mabien,SSD.7.1_1
1,south sudan - greater upper nile - upper nile,suds140.csv,south sudan - upper nile - baleit,74,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - greater upper nile - upper nile,suds141.csv,south sudan - upper nile - al mabien,74,299168,south sudan - upper nile - al mabien,SSD.7.1_1
1,south sudan - greater upper nile - upper nile,suds141.csv,south sudan - upper nile - baleit,74,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - greater upper nile - upper nile,suds142.csv,south sudan - upper nile - al mabien,74,299168,south sudan - upper nile - al mabien,SSD.7.1_1
1,south sudan - greater upper nile - upper nile,suds142.csv,south sudan - upper nile - baleit,74,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - greater upper nile - upper nile,suds143.csv,south sudan - upper nile - al mabien,74,299168,south sudan - upper nile - al mabien,SSD.7.1_1
1,south sudan - greater upper nile - upper nile,suds143.csv,south sudan - upper nile - baleit,74,299170,south sudan - upper nile - baleit,SSD.7.3_1
0,south sudan - greater upper nile - unity,suds144.csv,south sudan - upper nile - malut,78,299172,south sudan - upper nile - malut,SSD.7.5_1
1,south sudan - greater upper nile - unity,suds144.csv,south sudan - upper nile - mayot,78,299173,south sudan - upper nile - mayot,SSD.7.6_1
0,south sudan - greater upper nile - unity,suds145.csv,south sudan - upper nile - malut,78,299172,south sudan - upper nile - malut,SSD.7.5_1
1,south sudan - greater upper nile - unity,suds145.csv,south sudan - upper nile - mayot,78,299173,south sudan - upper nile - mayot,SSD.7.6_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds68.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds68.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds68.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds69.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds69.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds69.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds70.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds70.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds70.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
0,south sudan - bahr el ghazal - northern bahr el ghazal,suds73.csv,south sudan - north bahr-al-ghazal - aryat,73,299160,south sudan - north bahr-al-ghazal - aryat,SSD.5.1_1
1,south sudan - bahr el ghazal - northern bahr el ghazal,suds73.csv,south sudan - north bahr-al-ghazal - aweil,73,299161,south sudan - north bahr-al-ghazal - aweil,SSD.5.2_1
2,south sudan - bahr el ghazal - northern bahr el ghazal,suds73.csv,south sudan - north bahr-al-ghazal - nahr lol,73,299162,south sudan - north bahr-al-ghazal - nahr lol,SSD.5.3_1
